ISBN,AvgBookRating,NumberOfRating,BookTitle,BookAuthor,YearOfPublication,Publisher,new_score
0553272837,2.7837837837837838,74,Brazen Virtue,Nora Roberts,1996,Bantam Books,1.5306991701659696
044022473X,2.6964285714285716,56,Breach of Promise,Perri O'Shaughnessy,1999,Island,1.5177098321597335
0440131480,3.627450980392157,51,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company,1.7009459868391612
0425176932,1.6730769230769231,52,"Breaking Point (Tom Clancy's Net Force, No. 4)",Steve Perry,2000,Berkley Publishing Group,1.3189138821340967
037570504X,2.410596026490066,151,"Breath, Eyes, Memory",Edwidge Danticat,1998,Vintage Books USA,1.399016529541248
042511774X,1.8705882352941177,170,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group,1.2093826126228258
0064401847,4.025,80,Bridge to Terabithia,Katherine Paterson,1987,HarperTrophy,1.8353036955716777
0670892963,3.50381679389313,131,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,1.7435509977964085
014028009X,3.751851851851852,270,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,1.89738928671852
0140298479,3.8552036199095023,221,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,1.9143733568312649
0061098035,1.9215686274509804,51,Burn Factor,Kyle Mills,2002,HarperTorch,1.3698383071558629
0440208459,2.2241379310344827,58,Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell,1.4183159208310379
0671020293,2.372549019607843,51,Butterfly (Orphans),V.C. Andrews,1998,Pocket,1.4573725213250108
0553582763,3.4285714285714284,91,By the Light of the Moon,DEAN KOONTZ,2003,Bantam,1.6963818934397605
051511054X,1.8545454545454545,55,Bygones,LaVyrle Spencer,1996,Jove Books,1.347776312204973
0553280368,2.531073446327684,177,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,1.4321270413469003
0553282476,1.8545454545454545,110,CAT'S EYE,MARGARET ATWOOD,1989,Bantam,1.258505481126504
0684832178,2.1538461538461537,52,CHOCOLATE FOR A WOMANS SOUL : 77 STORIES TO FEED YOUR SPIRIT AND WARM YOUR HEART (Chocolate),Kay Allenbaugh,1997,Fireside,1.4132505392692039
0440110653,2.019607843137255,51,"CRY IN THE NIGHT, A",MARY HIGGINS CLARK,1983,Dell,1.3888674841491557
1559029838,2.3555555555555556,180,Call of the Wild,Jack London,0,Selldowns/no More Orders,1.3707599510525244
0385336810,2.710526315789474,76,Can You Keep a Secret?,Sophie Kinsella,2004,Dial Books,1.5126394696162486
0140440046,4.320754716981132,53,Candide (Penguin Classics),Francois M. Voltaire,1990,Penguin Books,1.8413340661535076
0446530522,3.0495049504950495,101,Cane River,Lalita Tademy,2001,Warner Books,1.5987248027066305
0446678457,3.3972602739726026,73,Cane River (Oprah's Book Club (Paperback)),Lalita Tademy,2002,Warner Books,1.6753334534705242
0449217493,2.5098039215686274,51,Caribbean,James A. Michener,1991,Fawcett Books,1.484013369115621
0553295977,2.2637362637362637,91,Carnal Innocence,Nora Roberts,1992,Bantam Books,1.3907717058609579
0515130389,2.574712643678161,174,Carolina Moon,Nora Roberts,2001,Jove Books,1.4476802257427188
0446606189,3.111111111111111,198,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,1.6355233453237106
0316693294,3.9078947368421053,76,Cat and Mouse,James Patterson,1997,Replica Books,1.800297637029441
0684833395,4.037037037037037,108,Catch 22,Joseph Heller,1996,Simon &amp; Schuster,1.880122164273209
0767905385,3.825174825174825,143,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway,1.8527066590633101
044922046X,3.2285714285714286,70,Catering to Nobody,Diane Mott Davidson,1995,Fawcett Books,1.6341209021386185
0064405842,3.353846153846154,65,"Catherine, Called Birdy (Trophy Newbery)",Karen Cushman,1995,HarperTrophy,1.6592753098033464
0670894508,1.4285714285714286,56,Cause Celeb,Helen Fielding,2001,Viking Books,1.2584939617092905
0425158616,2.4263959390862944,197,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group,1.3911330244981692
0425174271,2.5757575757575757,99,Certain Prey,John Sandford,2000,Berkley Publishing Group,1.469109286893485
0440111811,1.9863013698630136,73,Changes,Danielle Steel,1984,Dell,1.3432251842010785
0441102670,3.5849056603773586,53,"Chapterhouse Dune (Dune Chronicles, Book 6)",Frank Herbert,1996,ACE Charter,1.6954030419047346
059030271X,3.859375,64,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T),1.7696109604094037
0064400557,4.782945736434108,129,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy,2.1336167125013787
038533334X,2.6090225563909772,133,Charming Billy,Alice McDermott,1999,Delta,1.4676424416321638
044661162X,3.347826086956522,69,Chasing the Dime,Michael Connelly,2003,Warner Books,1.660875384606899
0452284295,3.1272727272727274,55,Cheet (Plume Books),Anna Davis,2003,Plume Books,1.605416916383006
0399149392,3.685185185185185,54,Chesapeake Blue (Quinn Brothers (Hardcover)),Nora Roberts,2002,Putnam Publishing Group,1.7168319962550032
1558747028,2.730769230769231,52,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),Jack Canfield,1999,Health Communications,1.5264545278313322
1558744606,2.753846153846154,65,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications,1.5263263986929523
1558745718,3.877551020408163,98,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998,Health Communications,1.8230782161423302
155874262X,3.575609756097561,205,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993,Health Communications,1.8044915762090519
1558744630,3.139344262295082,122,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,Health Communications,1.6291332977271087
1558746161,3.509433962264151,53,Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series),Jack Canfield,1998,HCI Teens,1.6804357573663986
1558744150,3.697841726618705,139,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications,1.809265687096612
0374121230,2.4262295081967213,61,Child of My Heart,Alice McDermott,2002,Farrar Straus &amp; Giroux,1.4574876822282101
0345347951,3.0576923076923075,52,Childhood's End,Arthur C. Clarke,1987,Del Rey Books,1.590603454683205
0441104029,2.826923076923077,52,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1991,Ace Books,1.5453218592583537
0552998486,3.8035714285714284,112,Chocolat,Joanne Harris,2000,Black Swan,1.8179905266613103
0385720920,3.5,94,Choke,CHUCK PALAHNIUK,2002,Anchor,1.7174845583504714
0553578359,2.982142857142857,56,Chopping Spree,Diane Mott Davidson,2003,Bantam Books,1.5761246762049037
0425182878,3.1805555555555554,144,Chosen Prey,John Sandford,2004,Berkley Publishing Group,1.6476082469941131
0451128370,2.2115384615384617,52,Christine,Stephen King,1983,Penguin Putnam~mass,1.4245709381254166
0684814994,3.486842105263158,76,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1995,Simon &amp; Schuster,1.6991431166204063
0380001411,3.4683544303797467,79,Christy,Catherine Marshall,1976,Avon,1.6972610682508975
0425161242,2.5157894736842104,95,Chromosome 6,Robin Cook,2000,Berkley Publishing Group,1.4547751356130758
0440211263,2.816593886462882,229,Circle of Friends,Maeve Binchy,1991,Dell,1.5306586121873926
0061098361,1.515625,64,Circle of Three: A Novel,Patricia Gaffney,2001,HarperTorch,1.2545326202478495
0441001971,4.2631578947368425,57,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books,1.8406739146410724
0446611611,2.9753086419753085,81,City of Bones,Michael Connelly,2003,Warner Books,1.576649341456217
0886777631,3.425925925925926,54,"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,Daw Books,1.66487983349375
0425144372,1.7258064516129032,62,Clear and Present Danger,Tom Clancy,1994,Berkley Publishing Group,1.3051879035853264
0425122123,2.2534246575342465,146,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group,1.3504122627753057
055358099X,2.3134328358208953,67,Cloud Nine,Luanne Rice,2000,Bantam Books,1.4265303956680055
0441010512,3.7777777777777777,54,Club Dead (Southern Vampire Mysteries),Charlaine Harris,2003,Ace Books,1.7353863400983074
0671027662,2.5288461538461537,104,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books,1.4539838515421657
0451204530,3.1743119266055047,109,Code to Zero,Ken Follett,2001,Signet Book,1.6356642358047664
0821769340,1.8867924528301887,53,Cold Blooded,Lisa Jackson,2002,Zebra Books,1.3586391397921809
0425130711,2.2444444444444445,90,Cold Fire,Dean R. Koontz,1996,Berkley Publishing Group,1.3866296417159016
0871136791,3.3089005235602094,191,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,1.7041509182155103
0375700757,3.35048231511254,311,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage,1.7497336368126408
0451205626,2.6271186440677967,59,Cold Paradise (Stone Barrington Novels (Paperback)),Stuart Woods,2002,Signet Book,1.5017004421654472
038531258X,2.8850574712643677,87,Cold Sassy Tree,Olive Ann Burns,1986,Delta,1.553958322730374
0061099708,1.8082191780821917,73,Colony,Anne Rivers Siddons,1993,HarperTorch,1.301308606526294
0312958129,2.3484848484848486,66,Coming Home,Rosamunde Pilcher,1996,St. Martin's Press,1.435457496699549
0380703882,2.311688311688312,77,Communion : A True Story,Whitley Strieber,1988,Avon,1.4158482125806229
0440241413,3.817073170731707,82,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,Dell,1.7867580888540253
0385335482,3.6342857142857143,350,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,1.8756807274893839
0312288115,1.5909090909090908,66,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,2002,Thomas Dunne Books,1.2662336942337793
0060987529,3.241228070175439,228,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,1.6890302622364668
0345378490,2.46875,288,Congo,Michael Crichton,1995,Ballantine Books,1.3943251217525825
0373243790,2.513888888888889,72,Considering Kate (The Stanislaskis) (Silhouette Special Edition),Nora Roberts,2001,Silhouette,1.4680942092019644
0671004107,3.5405405405405403,148,Contact,Carl Sagan,1997,Pocket,1.7648521156398695
0425155943,2.3797468354430378,79,Contagion,Robin Cook,1998,Berkley Publishing Group,1.4306064273724481
0399142789,3.830508474576271,59,Conversations with God : An Uncommon Dialogue (Book 1),Neale Donald Walsch,1996,Putnam Publishing Group,1.7548538945955707
0380807343,4.169491525423729,59,Coraline,Neil Gaiman,2003,HarperTrophy,1.8261647262660279
0373244487,1.9894736842105263,95,Cordina's Crown Jewel,Nora Roberts,2002,Silhouette,1.3138749279160895
067976397X,2.3135593220338984,118,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995,Vintage,1.3846768850548878
0553573136,2.8947368421052633,133,Couplehood,PAUL REISER,1995,Bantam,1.556114972146315
0061031410,2.591549295774648,71,Courting Trouble,Lisa Scottoline,2003,HarperTorch,1.4868103590530073
0061099325,2.3380281690140845,71,Coyote Waits (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1992,HarperTorch,1.4279822344702884
0316690619,3.2098765432098766,81,Cradle and All,James Patterson,2000,Little Brown and Company,1.6348235792513774
0312971125,1.8738738738738738,111,Crazy for You,Jennifer Crusie,2000,St. Martin's Press,1.2628735550184715
0553284118,2.4642857142857144,56,Creature,John Saul,1990,Bantam Books,1.4702477713730326
0553574086,1.9275362318840579,69,Critical Judgment,Michael Palmer,1998,Bantam Books,1.3361467019159647
0515126489,2.4210526315789473,57,Critical Mass,Steven Paul Martini,1999,Jove Books,1.460375852278423
0445406518,3.426470588235294,68,Crocodile on the Sandbank,Elizabeth Peters,1988,Warner Books,1.6779972460207406
044011585X,1.736842105263158,76,Crossings,DANIELLE STEEL,1987,Dell,1.2787196411703556
0385337639,3.393939393939394,66,Crow Lake (Today Show Book Club #7),Mary Lawson,2003,Delta,1.668986344102311
0380718340,3.2562814070351758,199,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,1.687640603803794
055356160X,2.3495934959349594,123,Cry Wolf,TAMI HOAG,1993,Bantam,1.392498450849872
0345396936,2.8823529411764706,85,Cry to Heaven,Anne Rice,1995,Ballantine Books,1.5533679412274786
0743262174,3.7169811320754715,53,"Cry, the Beloved Country (Oprah's Book Club)",Alan Paton,2003,Scribner,1.721595789846822
0060512806,3.450980392156863,51,Cryptonomicon,Neal Stephenson,2002,Avon Books,1.6666934682512338
0451161351,4.080645161290323,62,Cujo,Stephen King,2004,Signet Book,1.814005410852327
0425182673,2.0357142857142856,56,"Cybernation (Tom Clancy's Net Force, No. 6)",Steve Perry,2001,Berkley Publishing Group,1.3826255053052774
0553271636,2.6363636363636362,176,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam,1.4685065794153378
0671001132,3.3220338983050848,59,DEAD BY SUNSET : DEAD BY SUNSET,Ann Rule,1996,Pocket,1.6478876470898847
0440207622,1.6823529411764706,85,Daddy,DANIELLE STEEL,1990,Dell,1.2486549403550389
0743206045,3.6666666666666665,114,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,1.7802264925228766
0446394521,2.6121212121212123,165,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,1.4619483739454402
0061000027,3.1129032258064515,62,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch,1.6049023256741077
0515131229,3.2713178294573644,258,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,1.7070233577055627
0449134482,1.5702479338842976,121,Dances With Wolves,Michael Blake,1990,Fawcett Books,1.1614246728523427
0553277537,3.870967741935484,62,Dandelion Wine (Grand Master Editions),RAY BRADBURY,1985,Bantam,1.768699742397046
0515119202,1.9852941176470589,68,Daring to Dream,Nora Roberts,1996,Jove Books,1.3509913287819406
0345404785,1.540983606557377,61,Dark Lady,Richard North Patterson,2000,Ballantine Books,1.2678736583004602
0553561618,2.153284671532847,137,Dark Paradise,TAMI HOAG,1994,Bantam,1.3238695431612686
034539657X,1.8055555555555556,108,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books,1.2470056875261124
1551669390,2.462962962962963,54,Dark Water (Mira Romantic Suspense),Sharon Sala,2002,Mira,1.4719146575233826
0671759329,1.4461538461538461,65,Darkest Hour (Cutler),V.C. Andrews,1993,Pocket,1.236565951401068
0425104346,2.4210526315789473,76,Darkfall,Dean R. Koontz,1996,Berkley Publishing Group,1.443095736835037
0553297260,1.9821428571428572,56,Darkness,John Saul,1992,Bantam Books,1.371672722046808
0345435249,3.9692307692307693,65,Darwin's Radio,Greg Bear,2000,Ballantine Books,1.7956331673524684
3257228007,4.37037037037037,54,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994,Distribooks Inc,1.8541341406954568
0373250142,2.0576923076923075,52,Dating Without Novocaine (Red Dress Ink),Lisa Cach,2002,Red Dress Ink,1.3943832078421823
0060932759,3.4732142857142856,112,Daughter of Fortune,Isabel Allende,2000,Perennial,1.7227598931675634
006019491X,3.145631067961165,103,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins,1.6257786537817664
038082101X,2.9473684210526314,133,Daughter of Fortune: A Novel,Isabel Allende,2001,HarperTorch,1.5724125435568166
0671670689,2.306122448979592,98,Dawn (Cutler),V.C. Andrews,1990,Pocket,1.396302849053733
0553584383,3.109090909090909,55,Dead Aim,IRIS JOHANSEN,2004,Bantam Books,1.60173633632332
0552999458,2.632911392405063,79,Dead Famous,Ben Elton,2002,"Black Swan Books, Limited",1.4926191345534832
1551666839,2.3,80,Dead Run,Erica Spindler,2003,Mira,1.4101149931751689
0451206525,2.8761061946902653,113,Dead Sleep,Greg Iles,2002,Signet Book,1.5506099145360195
0441008534,3.3230769230769233,65,Dead Until Dark (Southern Vampire Mysteries),Charlaine Harris,2001,Ace Books,1.6524574169258903
0671028367,2.5714285714285716,91,Deadly Decisions,Kathy Reichs,2001,Pocket Books,1.4714989252213964
0671011375,3.4239130434782608,92,Death du Jour,Kathy Reichs,2000,Pocket,1.6958507970890795
0345446666,3.1176470588235294,68,Death in Holy Orders : An Adam Dalgliesh Mystery,P.D. JAMES,2002,Fawcett,1.6079245494695693
0140481346,3.018867924528302,53,Death of A Salesman,Arthur Miller,1998,Penguin USA (Paper),1.5831484078672164
0399139540,1.9056603773584906,53,Debt of Honor,Tom Clancy,1994,Putnam Publishing Group,1.3623809609267648
0425147584,1.9733333333333334,150,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,1.2575266833041623
0671027387,2.8623481781376516,247,Deception Point,Dan Brown,2002,Pocket,1.5485481120313018
0553575090,1.8405797101449275,69,Deception on His Mind,ELIZABETH GEORGE,1998,Bantam,1.3162653539961118
0743418131,1.3058823529411765,85,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002,Pocket,1.1530587047872145
0425178951,3.610169491525424,59,Deep South,Nevada Barr,2001,Berkley Publishing Group,1.7085018540097734
034538184X,1.7706422018348624,109,Degree of Guilt,Richard North Patterson,1995,Ballantine Books,1.2357975839902484
0671011367,2.839160839160839,143,Deja Dead,Kathy Reichs,1998,Pocket,1.5385815300423136
0425158594,2.28,75,Demon Seed,Dean R. Koontz,1997,Berkley Publishing Group,1.4102451695260112
3257229534,4.5,56,Der Vorleser,Bernhard Schlink,1999,Diogenes Verlag AG,1.8864535351948708
084233226X,4.679245283018868,53,Desecration: Antichrist Takes the Throne (Left Behind No. 9),Tim Lahaye,2001,Tyndale House Publishers,1.9124286677106022
0451188462,3.0297029702970297,101,Desperation,Stephen King,1997,Signet Book,1.5932723860511968
0446359750,1.75,68,Devices and Desires,Phyllis White,1991,Warner Books,1.2976026076000957
0553563521,2.591549295774648,71,Devil's Waltz (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1993,Bantam Books,1.4868103590530073
0385335830,3.881188118811881,101,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,Delta,1.827726302234841
